Date,Average of uwind0,Average of uwind1,Average of uwind2,Average of uwind3,Average of uwind4,Average of uwind5,Average of uwind6,Average of uwind7,Average of uwind8,Average of uwind9,Average of uwind10,Average of uwind11,Average of uwind12,Average of uwind13,Average of uwind14,Average of uwind15,Average of uwind16,Average of uwind17,Average of uwind18,Average of uwind19,Average of uwind20,Average of uwind21,Average of uwind22,Average of uwind23,Average of uwind24,Average of uwind25,Average of uwind26,Average of uwind27,Average of uwind28,Average of uwind29,Average of uwind30,Average of uwind31,Average of uwind32,Average of uwind33,Average of uwind34,Average of uwind35
11/11/2018,-3.536363643,-3.003636352,-2.732727271,-2.690909101,-3.365000015,-2.958636373,-2.611363647,-2.549545469,-3.260000026,-2.849999988,-2.414999973,-2.287727272,-3.197272717,-2.770000012,-2.327727265,-2.086363623,-3.060454568,-2.869999978,-2.43863636,-1.987272738,-3.177272717,-3.02727273,-2.570454558,-2.115454537,-3.361818194,-2.997272737,-2.593636367,-2.30227272,-3.333181839,-2.848636345,-2.445909096,-2.330909122,-3.406363662,-2.7690909,-2.231818186,-2.169545441
11/12/2018,-3.412380934,-2.872857169,-2.580952408,-2.516190456,-3.184761901,-2.777142869,-2.418095254,-2.453333336,-3.263809546,-2.788095257,-2.210000002,-2.217142884,-3.518095244,-2.928571416,-2.288571423,-2.217619039,-3.403809513,-3.299523781,-2.930000012,-2.711904779,-3.369523817,-3.536190481,-3.381428565,-3.312380911,-3.446190465,-3.527619031,-3.442380945,-3.363809522,-3.608095201,-3.526666654,-3.40285715,-3.372380956,-3.911904764,-3.630476172,-3.385238087,-3.429999977
11/13/2018,-0.843636357,-0.653636367,-0.560454539,-0.521363647,-0.667727269,-0.53090909,-0.449545448,-0.340909098,-0.361818186,-0.317727278,-0.348636362,-0.209545461,0.039999995,-0.011363633,-0.151363637,-0.152727265,0.150909108,0.15909092,0.049999992,-0.01318181,0.096818182,0.232727289,0.189545456,0.193181819,0.106818182,0.285909094,0.32636363,0.349999996,0.305454547,0.408181814,0.457272733,0.494545457,0.56863636,0.531363639,0.465454544,0.400000006
11/14/2018,-1.381904773,-1.157619053,-1.060952379,-1.044285729,-1.266190486,-1.100952373,-0.988571422,-0.897142867,-0.990000001,-0.906190474,-0.894285709,-0.771904762,-0.610952368,-0.620476178,-0.725238095,-0.760952376,-0.516666663,-0.492857138,-0.62047619,-0.733809527,-0.672857156,-0.434761914,-0.539047592,-0.623333336,-0.839523819,-0.479047621,-0.470952392,-0.51380951,-0.805238091,-0.54380952,-0.435714292,-0.440476188,-0.684285724,-0.53571429,-0.430952375,-0.459999997
11/15/2018,1.749090799,1.39045443,1.192272624,1.168636258,1.743181714,1.447727164,1.155454458,1.215908993,2.036818069,1.62181808,1.076818059,1.099545343,2.523181726,1.960454445,1.254090787,0.949545348,2.50045442,2.306363537,1.646363528,1.029545345,2.407272599,2.58636353,1.988181716,1.44681808,2.39818168,2.539999913,2.170454448,1.843181706,2.515454428,2.389999885,2.142727145,2.041363534,2.86681806,2.409090788,1.992272632,1.85272716
11/16/2018,-0.349091018,-0.381363739,-0.408636468,-0.441363736,-0.424091032,-0.448181924,-0.474545562,-0.365454656,-0.169545584,-0.259545573,-0.441363741,-0.302727386,0.248181695,0.045454426,-0.210000102,-0.060000107,0.284545327,0.368181713,0.380454425,0.573636248,0.158181714,0.471818048,0.743181709,1.086818062,0.1131817,0.446363514,0.680454427,0.834090805,0.381363515,0.560454431,0.651818081,0.686363521,0.784999898,0.794545346,0.799090793,0.936818083
11/17/2018,-1.738571407,-1.620476195,-1.5452381,-1.56,-1.886666662,-1.740476207,-1.577142868,-1.48428572,-1.857619072,-1.678571426,-1.506666652,-1.340952393,-1.772857124,-1.60714285,-1.407142849,-1.055238094,-1.739523814,-1.5247619,-1.110476198,-0.553333332,-1.864761912,-1.60238095,-0.988095235,-0.333809524,-1.984761894,-1.597142841,-1.106666666,-0.749047615,-1.827619056,-1.408571436,-1.056666675,-0.945238107,-1.696190502,-1.224285713,-0.827619042,-0.670476189
11/18/2018,-1.666000018,-1.323500007,-1.152,-1.158000001,-1.770500005,-1.435999994,-1.133499998,-0.922500006,-1.505499986,-1.215500021,-1.012500023,-0.660000003,-1.062000007,-0.889499977,-0.779499996,-0.417500004,-0.931499995,-0.6935,-0.399499999,0.047000008,-1.199499999,-0.719500007,-0.20950001,0.350000003,-1.501000009,-0.792000002,-0.316999996,-0.024000003,-1.43350002,-0.759500001,-0.301500002,-0.213999996,-1.33650001,-0.689499994,-0.176499992,-0.148500003
11/19/2018,-1.849523808,-1.697142858,-1.623809521,-1.61428572,-1.740952397,-1.643333344,-1.599047632,-1.472380944,-1.327142862,-1.351904741,-1.496190486,-1.341428578,-0.732380949,-0.906666675,-1.213333321,-1.248095241,-0.611904742,-0.613333345,-0.847142864,-0.996190478,-0.776666672,-0.473809522,-0.586666661,-0.635714288,-0.890952379,-0.481904743,-0.454285708,-0.480476199,-0.722857139,-0.465714279,-0.365238095,-0.354761899,-0.427142857,-0.352857138,-0.317142861,-0.347619059
11/20/2018,-0.132631572,-0.07736841,-0.052631587,-0.040526313,-0.096842108,-0.045263152,-0.026315789,0.058947348,0.118421056,0.088947376,-0.021578944,0.095263147,0.453684237,0.323684202,0.109999999,0.098421036,0.499999995,0.503157891,0.343157894,0.233157894,0.319473699,0.597368418,0.510000003,0.445263166,0.103157896,0.486315782,0.482105254,0.41578948,0.029473684,0.299473676,0.398947369,0.358947371,0.056842109,0.218421053,0.337368422,0.326842113
11/21/2018,-1.105454542,-0.766363631,-0.600909084,-0.592272729,-1.04863637,-0.789545448,-0.566818177,-0.562272722,-1.030909106,-0.757727265,-0.461818178,-0.426363631,-1.047272725,-0.755454543,-0.439545455,-0.279090911,-0.978636385,-0.840454544,-0.524090902,-0.196363643,-1.047727286,-0.95818182,-0.626363642,-0.289545458,-1.153181815,-0.909545448,-0.608181824,-0.384090909,-1.085909097,-0.751363628,-0.460454534,-0.364999998,-1.09772726,-0.651818176,-0.275454544,-0.226363635
11/22/2018,-1.965714293,-1.634761912,-1.470476177,-1.462380921,-1.959047613,-1.672380951,-1.42857141,-1.32666666,-1.739047621,-1.491428562,-1.297142854,-1.13333334,-1.417619032,-1.244285722,-1.116190485,-0.904761899,-1.302380947,-1.127142858,-0.883333325,-0.537619042,-1.458571429,-1.159523818,-0.775238099,-0.343809521,-1.585714281,-1.125714273,-0.750952369,-0.490952381,-1.292380938,-0.89476191,-0.605238091,-0.500476195,-0.948095244,-0.641904773,-0.409047611,-0.351428579
11/23/2018,-2.264444431,-1.949444445,-1.775000006,-1.726666652,-2.09,-1.848888874,-1.646111109,-1.599999999,-1.96722223,-1.731666649,-1.483888894,-1.404444436,-1.871111112,-1.627222205,-1.400555561,-1.354444438,-1.761111077,-1.702777757,-1.571111115,-1.477777786,-1.818333353,-1.774444435,-1.697777776,-1.641111096,-1.935555549,-1.798333339,-1.719444435,-1.677222219,-2.031111093,-1.841666669,-1.703888879,-1.68944446,-2.171666659,-1.91777777,-1.712222227,-1.752777759
11/24/2018,1.991666685,1.854444447,1.757222244,1.708888892,1.811111087,1.732222192,1.653333329,1.775000001,2.035000026,1.869444445,1.581111094,1.744444403,2.471666675,2.157222272,1.737777799,1.731111113,2.46500002,2.464999993,2.189444478,2.018888875,2.277222234,2.636666692,2.51000001,2.432222205,2.108888903,2.518333336,2.487777803,2.394444467,2.100555549,2.326111125,2.372222232,2.319444478,2.252222253,2.27388888,2.260000005,2.254444421
11/25/2018,2.241739125,2.130869553,2.004347817,1.922173903,2.054782597,1.959565207,1.831304347,1.966521753,2.386521754,2.131304347,1.693043473,1.86826086,3.012608715,2.532608706,1.881739116,1.785217404,3.003913045,2.954347844,2.452173922,2.060869554,2.745652163,3.219130428,2.878260882,2.593478249,2.511304329,3.022173918,2.844347855,2.606956523,2.483913015,2.682173939,2.62695652,2.512173912,2.727826106,2.598695646,2.459565209,2.460000017
11/26/2018,1.883636374,1.744090916,1.655454549,1.62772727,1.801818176,1.708636382,1.587272718,1.796363662,2.290454523,2.022727252,1.552727284,1.81227274,3.10681815,2.59227275,1.906363638,1.927727269,3.154090914,3.158181833,2.770454534,2.600909081,2.925000025,3.440454532,3.362727263,3.41045455,2.810000011,3.398636365,3.480909068,3.475454507,3.028636374,3.383636391,3.519090915,3.529090911,3.446363639,3.527272739,3.554545438,3.579090918
11/27/2018,1.149999898,0.991818087,0.863181692,0.786818059,1.014090792,0.866818062,0.699999892,0.839545354,1.454999891,1.146363517,0.646363533,0.798636275,2.209090791,1.667272601,0.975454418,0.964545333,2.254545339,2.224090785,1.852272616,1.704999893,2.122727179,2.501363532,2.4472726,2.529999882,2.169545341,2.540454434,2.608636228,2.633181732,2.599090787,2.712727159,2.707727183,2.734090804,3.251818104,3.036363501,2.82681806,2.879090781
11/28/2018,-0.127272737,-0.256818184,-0.364545467,-0.41636364,-0.163181816,-0.303181815,-0.47454544,-0.363181812,0.279999984,-0.026363632,-0.511818183,-0.405454545,0.997727264,0.477727272,-0.195000004,-0.23681818,1.033181801,1.000909107,0.612727282,0.424545451,0.881818164,1.271363649,1.167727295,1.179090904,0.891363633,1.255909075,1.260454542,1.225909099,1.343636363,1.36772729,1.263181826,1.252727258,2.092272712,1.684999991,1.307727289,1.390909106
11/29/2018,-2.990500021,-2.829500037,-2.72899999,-2.711499983,-2.945499969,-2.793999976,-2.680000001,-2.507499981,-2.615000004,-2.547499985,-2.570499998,-2.318000007,-2.128000006,-2.177999985,-2.274999982,-1.953000009,-2.014999995,-1.849500009,-1.622000003,-1.168500003,-2.142499998,-1.800999995,-1.253500018,-0.613000002,-2.178499997,-1.767500004,-1.308999972,-0.971000004,-1.793499981,-1.482500003,-1.23899999,-1.127000009,-1.323500002,-1.142499985,-0.998999996,-0.826499999
11/30/2018,-4.643333276,-4.142380964,-3.853333326,-3.787142856,-4.453809534,-4.04095241,-3.698095231,-3.531904754,-4.121904793,-3.768571422,-3.464761882,-3.196666683,-3.709523825,-3.430476189,-3.173333361,-2.769999987,-3.503809532,-3.258571443,-2.774285708,-2.110000009,-3.607619036,-3.337619021,-2.599047593,-1.785714286,-3.641904751,-3.218095234,-2.592857122,-2.106666667,-3.219523816,-2.768095244,-2.357619059,-2.165238102,-2.820000007,-2.387619036,-2.048571445,-1.916190482
12/1/2018,-3.309523827,-3.05809522,-2.865238093,-2.792857153,-3.215238137,-2.958095247,-2.692857146,-2.642380959,-3.19523813,-2.863333347,-2.470476196,-2.373809544,-3.243809521,-2.843809527,-2.402857139,-2.223333347,-3.128571428,-2.999999994,-2.630952372,-2.286190463,-3.108095229,-3.159047629,-2.825238117,-2.50190478,-3.118571453,-3.051904766,-2.76380952,-2.520476176,-3.124761943,-2.850000009,-2.549047614,-2.431428575,-3.313809548,-2.818571425,-2.406190487,-2.405714287
12/2/2018,-1.294500005,-1.17949999,-1.083499996,-1.041999996,-1.254999993,-1.114000008,-0.988,-0.823500006,-0.973500002,-0.881000005,-0.857999995,-0.619500006,-0.562499999,-0.558999986,-0.603999997,-0.379500007,-0.444999998,-0.3275,-0.178000002,0.118499989,-0.516499996,-0.292999991,0.063999993,0.509999993,-0.503500011,-0.165499999,0.211000004,0.502999973,-0.234000004,0.148999973,0.478999989,0.624999978,-0.007500004,0.381000008,0.682000008,0.698500014
12/3/2018,-0.093333334,-0.079047619,-0.043809523,-0.017619041,-0.069047617,-0.014761905,0.019523805,0.230476186,0.362857142,0.309523814,0.124285738,0.406666665,1.022380956,0.804285712,0.485714288,0.675238099,1.140476171,1.230952362,1.206666683,1.398571445,1.021428579,1.37619049,1.657619039,2.085238096,1.049999993,1.546666651,1.939999998,2.232380975,1.422857148,1.92571429,2.3204762,2.490476191,1.789047605,2.236190477,2.56761904,2.562380961
12/4/2018,2.08681821,2.061818164,2.015454542,1.967272731,1.91227274,1.911818166,1.896363632,1.953636367,1.990454549,1.930454544,1.789090915,1.8831818,2.206363652,2.046363638,1.81590909,1.810909095,2.169999983,2.193181843,2.015000005,1.875909078,1.930454537,2.287727241,2.16272725,2.040454548,1.607727279,2.068181845,2.013636372,1.8768182,1.402272734,1.696363639,1.76727272,1.673636352,1.340454518,1.493636361,1.606363642,1.609090905
12/5/2018,-0.694090909,-0.495454546,-0.42772727,-0.455909094,-0.705909087,-0.556818183,-0.460909096,-0.287727277,-0.294090908,-0.272272731,-0.393636362,-0.148181818,0.350909087,0.191363631,-0.08090909,0.093636365,0.454999997,0.577727272,0.563636367,0.745,0.205909082,0.701818179,0.965000005,1.310454545,0.009545451,0.626818183,0.914545457,1.066363627,0.243181818,0.667272735,0.889999999,0.924999998,0.649545452,0.861818192,1.020909095,1.121818185
12/6/2018,-4.097619079,-3.643809517,-3.36666668,-3.302380959,-3.918571381,-3.543333354,-3.209523797,-3.086666663,-3.71666667,-3.337142899,-2.951428578,-2.74571429,-3.512857136,-3.13714284,-2.729523812,-2.313809517,-3.34571428,-3.086666669,-2.495238117,-1.762857146,-3.416666661,-3.230000019,-2.439523805,-1.590476183,-3.445238082,-3.079523819,-2.415714272,-1.890000008,-3.098095237,-2.606190475,-2.12523809,-1.91,-2.860476198,-2.242380955,-1.722857143,-1.573333327
12/7/2018,-4.573636369,-4.056363648,-3.735909072,-3.629999995,-4.216363603,-3.807727272,-3.467272726,-3.322272723,-3.84636368,-3.475909092,-3.118636359,-2.907727279,-3.46909089,-3.127272725,-2.80818186,-2.544545434,-3.237272718,-3.056818193,-2.670454562,-2.19500002,-3.296363635,-3.154545448,-2.643636389,-2.073181813,-3.306363637,-2.979090929,-2.485454538,-2.090454535,-3.000000005,-2.546363663,-2.119545443,-1.929090906,-2.801363636,-2.247272735,-1.796818175,-1.759090898
12/8/2018,-3.69636365,-3.157727311,-2.875909093,-2.8268182,-3.542272733,-3.113181851,-2.739545422,-2.673636364,-3.436818227,-2.992272749,-2.519999988,-2.385909085,-3.375454567,-2.906818205,-2.441363641,-2.259545453,-3.224545431,-3.057727262,-2.693181811,-2.362727298,-3.323636386,-3.220000018,-2.902272727,-2.602727255,-3.48909091,-3.174545491,-2.862272753,-2.639999992,-3.471818169,-3.036818187,-2.678181811,-2.572727275,-3.560000012,-2.996818188,-2.537272718,-2.563636353
12/9/2018,0.420454543,0.121363615,-0.010454544,-2.71E-08,0.44409092,0.231818152,0.011363636,0.274090896,1.049090889,0.646818208,0.028181808,0.339545433,2.001818195,1.339090934,0.471363641,0.38863636,2.064545458,1.978636345,1.373636389,0.970454534,1.854545449,2.337727253,2.019999997,1.829999981,1.78590911,2.275454535,2.167272746,2.014545445,2.052272732,2.207727287,2.150909121,2.104090887,2.612727288,2.324545455,2.017272707,1.933636373
12/10/2018,4.431904747,4.086666698,3.817619029,3.700000002,4.209047624,3.884761901,3.561904782,3.545238109,4.335238105,3.892380919,3.320476191,3.253809532,4.658571436,4.063333364,3.344761905,3.038571426,4.542857147,4.369523786,3.71095235,3.086190462,4.448571398,4.642857097,4.032857168,3.42857144,4.388571444,4.403333346,3.895714226,3.441428582,4.287142844,3.938095206,3.478571415,3.25333333,4.506666672,3.760000019,3.115714329,3.086666692
12/11/2018,0.709047609,0.471904753,0.337619048,0.316190474,0.680476194,0.480952386,0.284761912,0.310000002,0.754285715,0.491428582,0.165714294,0.183809523,0.912380966,0.578095238,0.20857143,0.175238091,0.850952391,0.784761898,0.555714286,0.40428571,0.799047608,0.919047627,0.802857138,0.694761922,0.754761898,0.754285715,0.596666662,0.442380961,0.657142851,0.485238094,0.273333335,0.155238091,0.71000001,0.40428571,0.172380951,0.290476199
12/12/2018,-3.512608678,-3.061304367,-2.806956524,-2.756956515,-3.366086949,-2.997826079,-2.678260876,-2.560434792,-3.203913005,-2.843478275,-2.479565211,-2.270434789,-3.040000016,-2.686521761,-2.293043505,-1.840434784,-2.890869558,-2.623478262,-1.998695679,-1.213913043,-2.946521736,-2.76608697,-1.911304347,-0.991304347,-2.952608694,-2.603913048,-1.897391301,-1.33391302,-2.588260853,-2.096521735,-1.602608699,-1.37695653,-2.348695672,-1.722173921,-1.199565205,-1.027391303
12/13/2018,-3.44238093,-3.079523783,-2.880952365,-2.840476183,-3.328095237,-3.023809542,-2.760952396,-2.640000005,-3.147142867,-2.862857171,-2.595714324,-2.393333338,-2.929047618,-2.677142837,-2.459523815,-2.313333351,-2.804761875,-2.68000003,-2.488571421,-2.28333335,-2.934761941,-2.745714276,-2.535238082,-2.312380928,-3.098095225,-2.731428551,-2.491904736,-2.336190485,-3.040000016,-2.647619032,-2.361428576,-2.287619054,-3.006666689,-2.598571428,-2.281904777,-2.333809515
12/14/2018,-4.372608688,-4.120000036,-3.934347889,-3.869565202,-4.318260861,-4.034347814,-3.759565213,-3.549565201,-4.014782605,-3.743913023,-3.517826117,-3.195652182,-3.600000034,-3.394782639,-3.245652183,-3.004347812,-3.421304337,-3.276521709,-3.070000019,-2.786521731,-3.493478293,-3.307826047,-2.99130437,-2.646086958,-3.537826087,-3.286521737,-3.012173937,-2.810000008,-3.396086972,-3.14652176,-2.941304349,-2.863043482,-3.25913044,-3.033043468,-2.861304317,-2.851304321
12/15/2018,2.2121739,1.927391327,1.764782624,1.736956522,2.17869564,1.942173894,1.709130444,1.789130429,2.440869574,2.09869566,1.640869557,1.703913066,2.880000009,2.40304348,1.805217358,1.60086955,2.860434776,2.724782591,2.201304331,1.735217385,2.810434781,2.963043488,2.523478251,2.136086945,2.853913049,2.922608692,2.639565223,2.393913035,2.945217398,2.804347807,2.587391301,2.507826067,3.220869588,2.791739157,2.389130459,2.266956526
12/16/2018,2.138095253,2.208571443,2.16333333,2.078095238,1.908095253,1.974761911,2.021428582,2.105238067,2.039523792,2.04095237,1.942857142,2.077619037,2.353333317,2.229523843,2.028571421,2.111904781,2.343333324,2.43714286,2.373809511,2.407142838,2.097619051,2.524285725,2.596666677,2.715238083,1.833809506,2.423333338,2.578571416,2.619523826,1.880000015,2.326666662,2.552857121,2.557619055,2.050476216,2.359523796,2.599523817,2.663333359
12/17/2018,0.333181811,0.385000005,0.40954545,0.387272727,0.299545441,0.329999992,0.346363632,0.424545468,0.523181812,0.494090931,0.387272712,0.486363639,0.878181819,0.753636365,0.577272734,0.683636367,0.924999993,0.997272729,1.010909058,1.156363636,0.834999997,1.073181807,1.274545456,1.544545464,0.831818178,1.105909108,1.311363647,1.455909093,1.135000002,1.292272734,1.388636365,1.447272731,1.539090914,1.550000004,1.548636353,1.623181824
12/18/2018,-0.427142859,-0.324761901,-0.299047612,-0.311904753,-0.368571423,-0.311428581,-0.312857136,-0.153809519,0.095714287,-0.001904762,-0.25952381,-0.060476201,0.8,0.50666666,0.073809519,0.128095234,0.902857146,0.940476192,0.739047618,0.719047633,0.716666675,1.126666667,1.179999995,1.32904761,0.611904769,1.090476187,1.227142851,1.280000004,0.82238095,1.116190491,1.244285725,1.26142857,1.193809518,1.270000006,1.307142861,1.356666661
12/19/2018,-2.959047607,-2.441904761,-2.176190481,-2.09523807,-2.626190481,-2.239999998,-1.979047619,-1.79190477,-2.246666687,-2.007619029,-1.860952377,-1.558571424,-1.774285715,-1.659999997,-1.618571419,-1.342857131,-1.590952381,-1.447142872,-1.235238106,-0.880000007,-1.818571431,-1.443333325,-1.029523802,-0.536666662,-2.070000021,-1.401428577,-0.930952378,-0.623333336,-1.943333348,-1.225238092,-0.700000002,-0.560000002,-1.857619043,-1.069047605,-0.419999999,-0.345238097
12/20/2018,-1.196086953,-1.234782608,-1.253913036,-1.242608731,-1.217391324,-1.207826094,-1.200000009,-1.041304364,-1.049565231,-1.091304355,-1.19782608,-0.957391301,-0.766521717,-0.890869544,-1.074782603,-0.982608699,-0.719999973,-0.716956532,-0.812608732,-0.840434787,-0.818695669,-0.634782637,-0.636521736,-0.609130469,-0.936086973,-0.705217403,-0.671304331,-0.683478255,-1.020869561,-0.830434777,-0.740434791,-0.754347817,-1.069565223,-0.906521742,-0.775652164,-0.778260847
12/21/2018,10.66055558,9.709999985,9.152222312,9.037777825,10.36777784,9.57999996,8.869999975,8.672777899,10.02888897,9.208888819,8.361111111,8.018333299,9.704999987,8.875555554,8.001666658,7.337222275,9.36055558,8.91222225,7.872777701,6.668888983,9.499444473,9.217222128,7.946666684,6.630000012,9.651666694,9.060555442,8.026666635,7.225555519,9.282777788,8.463333302,7.68000002,7.376111027,9.114444428,8.022777819,7.095555479,6.838333209
12/22/2018,3.526500022,3.187999998,2.942000033,2.86700002,3.413500011,3.094000011,2.779500012,2.704500011,3.338000018,2.95800002,2.530999998,2.396999983,3.311999986,2.883499995,2.429999962,2.236999992,3.163000002,3.023000014,2.643500009,2.284000017,3.13850003,3.179999948,2.82999997,2.474000002,3.096500007,3.009499981,2.683999996,2.399500001,2.866500017,2.634,2.360999982,2.207999986,2.76099999,2.413500001,2.134500017,2.166999996
12/23/2018,-1.892380947,-1.598571433,-1.460476191,-1.458571424,-1.853333348,-1.633809516,-1.451904765,-1.433333346,-1.803809518,-1.594761919,-1.390000001,-1.338571424,-1.749999978,-1.552380958,-1.331904771,-1.098095228,-1.686666683,-1.529999994,-1.179523812,-0.738571427,-1.730476211,-1.61428572,-1.138571416,-0.629523812,-1.739523817,-1.541904769,-1.160952389,-0.857619048,-1.48095238,-1.257619041,-1.031428576,-0.916190486,-1.246666661,-0.99904762,-0.786666675,-0.649047616
12/24/2018,-2.147727267,-1.847727282,-1.701818163,-1.678181816,-2.000454534,-1.792272725,-1.637272716,-1.581363629,-1.823181808,-1.664090899,-1.530909086,-1.439545466,-1.62000001,-1.500000011,-1.382727276,-1.164545452,-1.520909098,-1.387727277,-1.10681818,-0.70954545,-1.555909081,-1.424090903,-0.979090904,-0.478181824,-1.530909089,-1.324545459,-0.943636365,-0.639090913,-1.249999995,-1.008636357,-0.765000002,-0.639545451,-1.000454547,-0.73181818,-0.506818188,-0.391363636
12/25/2018,-3.92090909,-3.475454547,-3.226818193,-3.157727274,-3.611363639,-3.292727264,-3.04863635,-2.926363642,-3.284545454,-3.034090909,-2.814545469,-2.631818175,-2.932272721,-2.729999976,-2.561818177,-2.343636356,-2.759545467,-2.616818195,-2.350909087,-1.987272729,-2.829545406,-2.664090904,-2.261363653,-1.821363622,-2.862727263,-2.617272729,-2.284999988,-2.029545462,-2.600909087,-2.379545434,-2.185000002,-2.09363635,-2.317727284,-2.132727271,-1.979090907,-1.871818169
12/26/2018,-5.888499951,-5.387499976,-5.102499986,-5.025999999,-5.594999957,-5.205999994,-4.884499979,-4.731499958,-5.207000017,-4.869499969,-4.564999974,-4.344499981,-4.767500007,-4.485500026,-4.26699996,-4.107000041,-4.544999969,-4.415500009,-4.214499974,-3.975500011,-4.703499985,-4.468499982,-4.214000022,-3.945499957,-4.902999985,-4.494999981,-4.238500011,-4.082499969,-4.842500055,-4.450000036,-4.181999993,-4.129499972,-4.768500006,-4.368999982,-4.036499977,-3.974499965
12/27/2018,-6.503333342,-6.152857167,-5.92619049,-5.824285734,-6.110952377,-5.875238055,-5.675714311,-5.651428609,-5.960000038,-5.699999991,-5.38047618,-5.357619059,-5.934761865,-5.605238097,-5.276666687,-5.33666672,-5.784761928,-5.79666669,-5.713809536,-5.754285676,-5.724285716,-5.906190486,-5.996666681,-6.147142887,-5.727142902,-5.897619043,-5.995238077,-6.052857104,-5.857619059,-5.946190471,-5.985714277,-6.000000045,-6.058095274,-6.022381033,-5.96809528,-5.9952381
12/28/2018,-3.248333331,-3.019444418,-2.866666691,-2.796666692,-3.091111081,-2.875000022,-2.669444432,-2.598333311,-2.964999992,-2.726666657,-2.463333312,-2.356111084,-2.862222217,-2.603333336,-2.362222221,-2.331111116,-2.737222221,-2.69777779,-2.59666666,-2.554444443,-2.718333332,-2.772777754,-2.755555541,-2.743333307,-2.688888868,-2.658333332,-2.585555592,-2.507777795,-2.568333348,-2.46500002,-2.351111104,-2.273888911,-2.511666691,-2.375555562,-2.280555578,-2.372222226
12/29/2018,-1.788636364,-1.586818192,-1.489090907,-1.46227271,-1.67318183,-1.50863635,-1.39772728,-1.229545456,-1.290909101,-1.23181819,-1.277727279,-1.044545446,-0.749090904,-0.823636365,-1.010454537,-0.959545446,-0.623181814,-0.578181821,-0.695909083,-0.730454533,-0.761818181,-0.480909095,-0.483181814,-0.430454546,-0.854090904,-0.490909087,-0.403636365,-0.373636366,-0.697272736,-0.451363635,-0.335909088,-0.310909092,-0.434090907,-0.355909084,-0.324545456,-0.358181811
12/30/2018,-1.630952379,-1.38142857,-1.262380954,-1.192380953,-1.269523811,-1.120000001,-1.061428573,-0.924761914,-0.83142856,-0.830952367,-0.931904763,-0.766666675,-0.287142857,-0.413809527,-0.653809519,-0.672380947,-0.139047619,-0.155714289,-0.328095244,-0.420952376,-0.216666669,-0.040476183,-0.100476191,-0.095714285,-0.232380951,0.008095241,0.058571423,0.079999998,-0.080476196,0.102380952,0.201428573,0.240476196,0.122380951,0.189523812,0.208095238,0.123809526
12/31/2018,-3.171363611,-2.786363663,-2.587272735,-2.523636347,-2.884545483,-2.607727288,-2.407272722,-2.27954544,-2.516363648,-2.330454525,-2.205000017,-2.031818195,-2.07954544,-1.975909091,-1.951363634,-1.877727277,-1.90681818,-1.836818198,-1.792727271,-1.694545452,-1.95727274,-1.820909092,-1.698636386,-1.520909078,-1.926363623,-1.679090909,-1.474090909,-1.310909088,-1.604999988,-1.367272731,-1.172727264,-1.057727274,-1.274545462,-1.110909098,-1.006363642,-1.058636376
1/1/2019,-2.219545464,-2.108181828,-2.023181833,-1.940909094,-1.905454544,-1.836818162,-1.813636364,-1.748181822,-1.617727268,-1.62227274,-1.66954546,-1.608636367,-1.301363644,-1.35636364,-1.474545444,-1.541363641,-1.190909094,-1.232272717,-1.3609091,-1.471363622,-1.160000003,-1.170454547,-1.271818186,-1.327727283,-1.049999999,-1.041818179,-1.045,-1.026818178,-0.840909109,-0.835454551,-0.816363633,-0.760000003,-0.630454556,-0.674545459,-0.730454543,-0.79545455
1/2/2019,-2.750000003,-2.481111128,-2.336111125,-2.258888899,-2.385000032,-2.208333324,-2.123888883,-1.957777783,-1.848888891,-1.834444453,-1.941111134,-1.738333316,-1.168333335,-1.306111104,-1.593333322,-1.647777785,-0.994444452,-1.013888897,-1.271111108,-1.459444444,-1.108888878,-0.871666676,-1.032222216,-1.107222233,-1.118888896,-0.756111109,-0.708888886,-0.69388888,-0.794444443,-0.537222221,-0.402777781,-0.330555525,-0.380000013,-0.298888897,-0.271666665,-0.367222226
1/3/2019,-0.612631597,-0.360526304,-0.23315789,-0.212105243,-0.555263144,-0.330000002,-0.153684202,0.04736843,-0.143157909,-0.019999987,-0.015789468,0.276842088,0.465789489,0.436842095,0.310000022,0.526842117,0.610526316,0.761578948,0.855263158,1.126842096,0.411052627,0.835789454,1.180000018,1.630526292,0.271052621,0.917368421,1.352631561,1.642105263,0.46421052,1.139473683,1.635789498,1.782105242,0.632631581,1.317894737,1.858947384,1.848421043
1/4/2019,1.62500001,1.478181798,1.392272753,1.373181817,1.50681817,1.440454522,1.340454544,1.558181813,1.993181828,1.743181839,1.275909084,1.558181805,2.834545461,2.318636388,1.616363611,1.633181784,2.89681821,2.889545424,2.475000009,2.272727269,2.615909125,3.180909099,3.068181864,3.07409089,2.403636391,3.092727299,3.159090915,3.119999991,2.540000013,2.980909101,3.150454513,3.13999998,2.889090909,3.035909089,3.110454557,3.090454543
1/5/2019,4.821904807,4.566190493,4.35714288,4.274285714,4.707619043,4.43857143,4.16952383,4.090476184,4.654285726,4.324761924,3.946190516,3.807619027,4.65095243,4.269999992,3.863333327,3.688095263,4.531428587,4.409523794,4.0790476,3.779523815,4.56428571,4.550476199,4.261428595,3.996190446,4.649999959,4.527619055,4.299523774,4.122857094,4.649523792,4.432857105,4.223809549,4.155714319,4.732857148,4.418095225,4.168095214,4.185238134
