Date,Average of vwind0,Average of vwind1,Average of vwind2,Average of vwind3,Average of vwind4,Average of vwind5,Average of vwind6,Average of vwind7,Average of vwind8,Average of vwind9,Average of vwind10,Average of vwind11,Average of vwind12,Average of vwind13,Average of vwind14,Average of vwind15,Average of vwind16,Average of vwind17,Average of vwind18,Average of vwind19,Average of vwind20,Average of vwind21,Average of vwind22,Average of vwind23,Average of vwind24,Average of vwind25,Average of vwind26,Average of vwind27,Average of vwind28,Average of vwind29,Average of vwind30,Average of vwind31,Average of vwind32,Average of vwind33,Average of vwind34,Average of vwind35
7/26/2020,1.53904761,1.455238105,1.394285713,1.369523819,1.470476186,1.400000022,1.330952387,1.318095242,1.537142859,1.432380959,1.282857131,1.242380948,1.678571435,1.520952393,1.305238098,1.160476177,1.661904784,1.600476186,1.351904774,1.088571435,1.610952394,1.686666666,1.419047614,1.1414286,1.559999991,1.603333333,1.400952396,1.216666661,1.510476192,1.425238083,1.278571434,1.201904785,1.576190487,1.35238095,1.157142842,1.126666668
7/27/2020,2.191904766,1.89999999,1.720952377,1.676190487,2.067142867,1.842380949,1.634285705,1.665238099,2.18428568,1.897142859,1.52857143,1.537619066,2.438571428,2.056666675,1.59904761,1.443809543,2.390476173,2.283333338,1.894285724,1.550476202,2.334761906,2.460000015,2.133809532,1.816666683,2.293333323,2.298571416,2.012857148,1.75428573,2.18761905,1.987619037,1.723333322,1.584285711,2.264761882,1.857619057,1.514285706,1.523809527
7/28/2020,0.81318181,0.752272728,0.710454542,0.674999998,0.708636369,0.661363648,0.625454547,0.646363638,0.799545453,0.734090919,0.625909091,0.634545458,0.976363637,0.859090916,0.699090908,0.664090911,0.983181817,0.97045454,0.845909092,0.749545455,0.979090897,1.035454537,0.953181831,0.879545458,1.016818181,0.99409091,0.908181818,0.838181821,1.064545458,0.941363624,0.813181818,0.770909088,1.202272724,0.956363636,0.742727282,0.773181822
7/29/2020,0.807619033,0.793809539,0.761904753,0.735238102,0.741428573,0.732380957,0.721428566,0.75285714,0.807142852,0.772380946,0.703333338,0.746666667,0.936190479,0.858571423,0.752857141,0.77809523,0.939999997,0.950000004,0.898095232,0.8847619,0.923333338,0.992857139,0.994761902,0.99619047,0.927142851,0.912857146,0.862380958,0.813809514,0.931904758,0.815714278,0.689523812,0.638095231,1.028095239,0.798095241,0.606666662,0.66714286
7/30/2020,-1.040454541,-0.815000011,-0.697272737,-0.675000007,-0.976818181,-0.794545459,-0.640909091,-0.575454539,-0.920454553,-0.747272725,-0.578181832,-0.457727279,-0.861818175,-0.699545467,-0.514545443,-0.278181812,-0.795000005,-0.671818176,-0.371818195,0.010000006,-0.788636367,-0.738636366,-0.324999998,0.105454544,-0.755454533,-0.701363635,-0.41090909,-0.170454549,-0.627727277,-0.521818173,-0.379545451,-0.303181813,-0.543636373,-0.376363634,-0.22272727,-0.098181815
7/31/2020,-1.191,-0.725999993,-0.508499993,-0.495999992,-1.169499993,-0.783,-0.451499998,-0.370000002,-1.091000009,-0.715499992,-0.349999991,-0.178500006,-0.988500006,-0.638000016,-0.270499993,0.085000002,-0.877500002,-0.641999993,-0.150500015,0.437499999,-0.997500011,-0.772999993,-0.147499998,0.49350001,-1.144000009,-0.778500012,-0.292999992,0.062999997,-1.001999994,-0.601500018,-0.258000005,-0.147999996,-0.895499992,-0.438000002,-0.0495,0.138000001
8/1/2020,-1.909999996,-1.453500006,-1.219500006,-1.156999992,-1.708999996,-1.359,-1.06750001,-1.174500015,-1.879500006,-1.475500022,-0.97000001,-1.084499999,-2.237000003,-1.718499987,-1.111000004,-0.997499999,-2.176500028,-2.045999996,-1.568000008,-1.171500007,-2.127000016,-2.281499992,-1.920499992,-1.585500034,-2.110499978,-2.106000021,-1.792000006,-1.507000004,-1.95399999,-1.744499981,-1.468000011,-1.31149999,-1.970999983,-1.539999994,-1.162000003,-1.111499984
8/2/2020,-4.516499996,-4.324500036,-4.153000003,-4.06200003,-4.259500009,-4.129500008,-3.997999984,-4.15049997,-4.584000003,-4.321500003,-3.883499992,-4.084999985,-5.213000035,-4.73950001,-4.146999997,-4.266500032,-5.192500043,-5.26700002,-5.06450001,-5.116499996,-4.9995,-5.500999951,-5.661000001,-5.908499956,-4.898499978,-5.32249999,-5.444500017,-5.465999985,-4.972000062,-5.14200002,-5.154499984,-5.09600004,-5.265999997,-5.181000006,-5.096500003,-5.237500012
8/3/2020,-1.638636372,-1.435909094,-1.292272724,-1.273181835,-1.704545452,-1.500000016,-1.27772728,-1.215000015,-1.896818175,-1.602272725,-1.227272724,-1.062727262,-2.186363639,-1.802727295,-1.320000014,-0.956818182,-2.170454526,-1.993636362,-1.474999984,-0.943636367,-2.19909092,-2.186363608,-1.650909086,-1.15772726,-2.344545417,-2.260909098,-1.927272716,-1.677727267,-2.586818201,-2.325,-2.054999985,-2.014090906,-2.986818179,-2.462272729,-1.996818166,-1.86454545
8/4/2020,-0.221304352,0.058260873,0.187391307,0.158695656,-0.380869568,-0.116521739,0.124782611,0.218695655,-0.295217389,-0.039999998,0.172608691,0.351304353,-0.106521739,0.087391306,0.252173913,0.495652173,-0.035652177,0.139565219,0.389130435,0.709999997,-0.171739128,0.08521739,0.436521733,0.799130436,-0.312608698,0.046956523,0.336086961,0.528260866,-0.158260868,0.130434782,0.327391308,0.380434786,0.055217391,0.260869563,0.416956517,0.501304348
8/5/2020,1.248095232,1.345238092,1.351904757,1.314761896,1.140000015,1.228095232,1.295238099,1.350476195,1.213333334,1.262380935,1.259523803,1.353333334,1.379523814,1.36047622,1.292857142,1.336666663,1.393809519,1.437619055,1.398095233,1.387619041,1.264761908,1.47190476,1.469523812,1.479523812,1.106666675,1.397142855,1.44095236,1.431428574,1.06428571,1.290476189,1.396666662,1.383333327,1.077142856,1.269047613,1.430952396,1.484285707
8/6/2020,1.740454544,1.615000003,1.52363636,1.50272727,1.70727273,1.599545454,1.482727273,1.522727277,1.829545444,1.656818175,1.415454552,1.453181818,2.051363642,1.798636358,1.473181818,1.354545452,2.035909073,1.955454539,1.64727273,1.35681818,1.954090915,2.085454556,1.801363636,1.517272716,1.860909088,1.940454532,1.709545434,1.488636369,1.79227273,1.675909091,1.476818185,1.364545451,1.894545441,1.58545454,1.326363637,1.321818173
8/7/2020,0.442380949,0.242380963,0.152857132,0.147619047,0.43380952,0.281428566,0.140952383,0.213809525,0.631904763,0.420952384,0.137619045,0.210476186,0.945714288,0.651904759,0.292857138,0.237142846,0.952380949,0.890476184,0.637142853,0.456666676,0.908095246,1.034761905,0.886666662,0.777619052,0.911904764,0.986190489,0.883809518,0.786666665,0.942380951,0.895238102,0.797619052,0.75,1.07809524,0.894761904,0.736190478,0.768095239
8/8/2020,-0.626500007,-0.564000009,-0.529000008,-0.523999989,-0.661999993,-0.58300001,-0.515499995,-0.459999992,-0.632499988,-0.568999997,-0.524999997,-0.424499999,-0.562999991,-0.527999994,-0.501500001,-0.390999998,-0.5445,-0.489499993,-0.404499997,-0.282999997,-0.604000001,-0.496999999,-0.359,-0.209999992,-0.654999989,-0.515000014,-0.405499999,-0.331500005,-0.5385,-0.466000006,-0.423000004,-0.404499995,-0.364500001,-0.365499999,-0.367000002,-0.295499996
8/9/2020,-0.649047624,-0.505714292,-0.435238096,-0.410476194,-0.573809524,-0.44761905,-0.349047618,-0.240952382,-0.439523811,-0.352380949,-0.299523809,-0.123809524,-0.258571424,-0.215714287,-0.200952378,-0.05952381,-0.210476188,-0.132380953,-0.04904762,0.091904764,-0.354761908,-0.130476187,0.031428573,0.210476188,-0.538095233,-0.199047619,-0.037619049,0.045238099,-0.545238093,-0.250952382,-0.075238098,-0.060476189,-0.512380946,-0.249523808,-0.034285712,0.011904758
8/10/2020,-0.696000007,-0.657999997,-0.645000003,-0.644999996,-0.673500001,-0.649499997,-0.642500005,-0.607000003,-0.535999995,-0.554499999,-0.611999999,-0.577999997,-0.335999996,-0.405,-0.513999996,-0.519499999,-0.299000001,-0.294000005,-0.354499999,-0.375999999,-0.334500001,-0.243999997,-0.246499997,-0.220000005,-0.332000004,-0.221000003,-0.183999995,-0.162000011,-0.227000001,-0.158499999,-0.121999997,-0.102000004,-0.084000004,-0.081500001,-0.090999993,-0.097500004
8/11/2020,-0.246521743,-0.083043477,-0.007391302,-0.008260871,-0.280434782,-0.133913038,0.003913043,0.039130433,-0.337391302,-0.166956521,0.025652174,0.113478258,-0.419130431,-0.226521739,0.005217393,0.21478261,-0.404782606,-0.279565223,0.014347826,0.345217391,-0.471304345,-0.370434787,-0.023913045,0.316086954,-0.595652175,-0.403043481,-0.1426087,0.040000003,-0.679130431,-0.401304348,-0.161304346,-0.113478263,-0.838695653,-0.419130433,-0.051304348,0.035652177
8/12/2020,-0.069047619,0.112857143,0.169523808,0.145238091,-0.114285713,0.025714284,0.127142857,0.232380953,0.09952381,0.164285716,0.145714288,0.303809521,0.455714281,0.410952383,0.296666665,0.425238099,0.518571431,0.606666662,0.625714292,0.744761902,0.370476187,0.662380966,0.824761901,1.036666661,0.248095235,0.640476195,0.832380955,0.943333343,0.384761902,0.690476192,0.872380942,0.912857144,0.597619046,0.811428567,0.978571431,1.04904761
8/13/2020,0.939999998,0.933043475,0.889565212,0.862173912,0.932608694,0.914347828,0.85478261,1.006956525,1.304782616,1.140869571,0.828695652,1.023913051,1.901304346,1.556521742,1.079130435,1.093478263,1.94695652,1.952173928,1.672608687,1.538260864,1.714782611,2.152608685,2.080434789,2.078695639,1.500000008,2.026086947,2.058260871,2.000869575,1.520869572,1.847391294,1.950869571,1.91043479,1.717826087,1.845652166,1.936521748,1.98739129
8/14/2020,0.856818179,0.867272727,0.842272727,0.824545447,0.872272723,0.863636361,0.817272717,0.932727262,1.154999993,1.031363641,0.792727266,0.940909087,1.609090897,1.343181815,0.978636351,1.001363645,1.643636373,1.64772727,1.435909098,1.338181811,1.485454535,1.799090897,1.74954546,1.737272723,1.33227273,1.650454548,1.628181815,1.549090916,1.300454551,1.434090895,1.42090908,1.353636342,1.432272714,1.396818165,1.366363646,1.449999996
8/15/2020,0.762727265,0.854090909,0.884999997,0.86818181,0.70181818,0.781818184,0.851363624,0.903636369,0.754090907,0.820454548,0.862272718,0.952727271,0.85363636,0.887272724,0.909999999,1.034090904,0.879545453,0.949545457,1.048636367,1.203181819,0.831363637,0.941818179,1.119999991,1.295909081,0.777272733,0.86863636,0.963636366,1.020909085,0.780454552,0.814545466,0.825909094,0.809999998,0.833181815,0.824545455,0.822272733,0.920909091
8/16/2020,0.313913041,0.425217388,0.464782608,0.43086957,0.187391305,0.299130435,0.395652172,0.47521739,0.302608696,0.379565217,0.40086957,0.534782611,0.530869569,0.533043481,0.489130433,0.603043471,0.571304341,0.64869565,0.683478263,0.78086957,0.466521736,0.673043479,0.79695651,0.946086961,0.38304348,0.639565214,0.765652177,0.833913042,0.507826089,0.669999995,0.751739131,0.768260881,0.712173906,0.762173913,0.79217391,0.836956515
8/17/2020,0.263478259,0.274347831,0.283478265,0.266956526,0.2126087,0.221304348,0.231304344,0.272173915,0.306956523,0.293913054,0.246956523,0.300434781,0.470434778,0.412173911,0.321304347,0.339130435,0.489565211,0.502608693,0.453913045,0.438260873,0.454347829,0.543478247,0.541739126,0.555652167,0.449130427,0.520869562,0.524347829,0.515652171,0.55608696,0.535217397,0.489999998,0.478260863,0.744347821,0.602608697,0.472173907,0.484782606
8/18/2020,1.322500005,1.255000002,1.202083331,1.190833328,1.329166672,1.263749999,1.191666664,1.22791666,1.428333331,1.318333333,1.167500001,1.203750006,1.587083322,1.427916671,1.221666659,1.154166671,1.590000002,1.533750005,1.335416657,1.149166666,1.593333336,1.617499998,1.435833332,1.252083351,1.615833341,1.544999987,1.371249996,1.226249989,1.59208332,1.406250007,1.214999997,1.139166661,1.668333338,1.360833337,1.10375,1.115000002
8/19/2020,1.864166664,1.57916667,1.414166662,1.396249992,1.881666661,1.634999996,1.381666676,1.445000011,2.174999996,1.808333323,1.31916667,1.348749997,2.647916711,2.137500007,1.500833355,1.269583327,2.640833324,2.476250011,1.910833333,1.403750004,2.598749994,2.730833315,2.248333334,1.808333334,2.624999973,2.635416677,2.284166656,1.978749996,2.59958333,2.393333308,2.116249995,1.991666668,2.758749997,2.324166668,1.954583342,1.934583333
8/20/2020,3.050000003,2.792380963,2.621904756,2.574285712,2.928571434,2.726666655,2.533333327,2.532380953,3.036666663,2.766666662,2.413809546,2.377142864,3.280000003,2.912380954,2.451904768,2.217619061,3.222857135,3.095238073,2.623333355,2.150476189,3.130000035,3.276190454,2.801428582,2.307142845,3.025238088,3.051904778,2.642380922,2.270476188,2.904285715,2.632857147,2.262857133,2.072380977,3.04190479,2.484761891,2.023809507,2.04047618
8/21/2020,2.349130395,2.172173943,2.007391282,1.938695638,2.263043489,2.094347798,1.885652182,2.030000018,2.793913069,2.416521772,1.810434785,1.949565232,3.681304341,3.02739133,2.133913058,1.860869571,3.722173888,3.57565219,2.797826088,2.131739124,3.49913041,3.943043491,3.323478237,2.75,3.327391324,3.652608706,3.197391303,2.741304346,3.269130437,3.131304331,2.761304368,2.533043493,3.61521738,2.98913044,2.442608696,2.430434776
8/22/2020,1.727826097,1.486086954,1.333478254,1.295217386,1.683913054,1.460000012,1.250000001,1.258260862,1.769130408,1.49739131,1.176521741,1.14695653,1.926956524,1.599999982,1.229999999,1.109565207,1.876521733,1.776956506,1.474782614,1.213913038,1.872608688,1.918695632,1.67304347,1.434347836,1.882173916,1.800869566,1.568695656,1.369130435,1.734782608,1.542608667,1.330869565,1.223043485,1.683913034,1.410000013,1.197391307,1.24826087
8/23/2020,1.248695644,0.979565231,0.819565213,0.773478271,1.088260861,0.888695661,0.703478279,0.727391303,1.244347834,0.975217401,0.607391306,0.596086953,1.569565202,1.186521744,0.710869569,0.55347827,1.523913042,1.452173911,1.073478266,0.760869563,1.392608712,1.640000004,1.354347824,1.106956506,1.29,1.533043483,1.362608707,1.179130418,1.327826087,1.347826082,1.235217389,1.157826078,1.56130436,1.333913039,1.125217403,1.113478261
8/24/2020,2.442608713,2.299565236,2.210434802,2.196086979,2.468695653,2.302608717,2.144782634,1.974782604,2.292608669,2.147826094,2.049999997,1.77434781,2.016956516,1.935652183,1.895217402,1.698260878,1.927391308,1.82608694,1.706086967,1.516086949,2.062173924,1.829130431,1.608260861,1.363043498,2.21565219,1.862608691,1.645217383,1.516521743,2.190000019,1.852608709,1.626086941,1.589565205,2.151304347,1.83304347,1.583043462,1.583043468
8/25/2020,2.458695668,2.029565219,1.800434785,1.75086956,2.250000001,1.926521739,1.663043479,1.578695666,2.119130451,1.816521742,1.508260857,1.350869569,2.019999989,1.720434782,1.412173904,1.183913051,1.89565218,1.758695636,1.425217385,1.056086944,1.933478265,1.867391296,1.484782596,1.08826086,1.977826082,1.796956518,1.471304344,1.21652174,1.866521737,1.585652162,1.314347817,1.210000011,1.843043491,1.468260877,1.165217403,1.149565214
8/26/2020,1.266956519,0.850434789,0.62826087,0.595217396,1.189565206,0.857826085,0.552173915,0.635652169,1.46086957,1.027826082,0.464782606,0.519999992,1.936956509,1.357391288,0.649130427,0.4126087,1.89739131,1.728695653,1.11347827,0.56826087,1.799999994,2.009565203,1.493913037,1.022608703,1.755217379,1.878695645,1.520869563,1.194782604,1.713478259,1.580869558,1.328695632,1.194782604,1.89608698,1.48826087,1.133043486,1.091739116
8/27/2020,1.677368446,1.498421051,1.38105263,1.352631591,1.651052627,1.489473676,1.315263156,1.364210525,1.901578944,1.635263145,1.258421049,1.279999997,2.316315805,1.920526317,1.405263183,1.20684208,2.315263174,2.19947369,1.733157891,1.311052618,2.216842096,2.407894746,2.004210527,1.628421044,2.155789476,2.284210538,1.993684177,1.724736832,2.193157874,2.054736796,1.8063158,1.68789474,2.466315797,2.028947369,1.648421055,1.625263168
8/28/2020,2.62608694,2.408260859,2.263913035,2.214347824,2.499565213,2.326086962,2.160869567,2.185217401,2.625217391,2.385652179,2.059999995,2.066521743,2.889999991,2.550869589,2.125652184,1.966956517,2.849130454,2.754782604,2.372608698,2.019565225,2.754782583,2.922173904,2.582173887,2.243913034,2.650434789,2.745217385,2.469565236,2.202608715,2.489130471,2.391739151,2.188695659,2.049999999,2.498260892,2.226956518,2.002608688,2.013478248
8/29/2020,2.144761897,1.946666672,1.833333339,1.802857138,2.054285719,1.900952368,1.764761902,1.798095226,2.136666667,1.943333325,1.696190465,1.726190476,2.310952391,2.057142848,1.736666657,1.597619051,2.275714275,2.182857153,1.849523803,1.511904768,2.225238082,2.307619038,1.968095251,1.612857153,2.165714278,2.146666666,1.845714278,1.575714287,2.023333303,1.8247619,1.565238083,1.424285716,2.039523814,1.653809522,1.324761892,1.299047602
8/30/2020,1.005999992,0.917499982,0.872500002,0.840000006,0.865000013,0.823500015,0.7965,0.817000001,0.953499989,0.894999993,0.782999997,0.798999994,1.150500004,1.027999999,0.845500004,0.762000001,1.152499996,1.126999984,0.934999987,0.747999988,1.126499993,1.201999996,1.017999991,0.846500001,1.156,1.198500001,1.080499994,0.981,1.296500015,1.205000012,1.084000016,1.052999997,1.55249999,1.284499989,1.039999992,0.994000001
8/31/2020,0.740999986,0.621500005,0.5715,0.57249999,0.786999992,0.6715,0.562499995,0.579999996,0.920999984,0.769999993,0.583999996,0.573499997,1.107500004,0.916500003,0.69350001,0.629499996,1.120500004,1.066000002,0.914499995,0.811000005,1.182999986,1.153999995,1.0715,1.028500002,1.342499986,1.221999999,1.163500003,1.142,1.536999988,1.354999991,1.22749999,1.233000001,1.786999996,1.5055,1.266500005,1.252499995
9/1/2020,0.470454543,0.475909081,0.470454545,0.469545461,0.540000002,0.509999993,0.458181823,0.488636358,0.682272714,0.597272715,0.468636364,0.49136364,0.878181818,0.739090916,0.561818179,0.530909086,0.910000002,0.8709091,0.750454544,0.67363636,0.934545455,0.943181816,0.885454548,0.860909088,1.020454546,0.991818185,0.966818182,0.959090911,1.131818194,1.073636361,1.02863636,1.040000004,1.27090912,1.157272718,1.056818186,1.056363631
9/2/2020,-0.648749997,-0.365416659,-0.249166672,-0.282916665,-0.788333329,-0.547500004,-0.322083331,-0.287499993,-0.855833324,-0.586249997,-0.304999996,-0.206249996,-0.914166659,-0.640416672,-0.333750002,-0.064583332,-0.882916676,-0.706250006,-0.332500001,0.084583334,-0.957083335,-0.822916669,-0.38791667,0.034583332,-1.063333329,-0.867083335,-0.567083333,-0.349166668,-0.993749993,-0.800833321,-0.632083339,-0.5825,-0.923749995,-0.720416673,-0.545,-0.407499998
9/3/2020,-0.219047624,-0.026190475,0.039047615,0.01142857,-0.312857138,-0.148095238,-0.014285715,0.090476192,-0.188095228,-0.073809522,-0.023333334,0.158571429,0.050476186,0.08142857,0.068571423,0.266190476,0.089523799,0.219047615,0.34428571,0.567619045,-0.098571422,0.231428584,0.495238095,0.783809518,-0.311904761,0.127142859,0.358095241,0.481428569,-0.281904761,0.060952375,0.259047629,0.274761897,-0.170000007,0.094285715,0.308095235,0.398095234
9/4/2020,-0.304761908,-0.008095231,0.105238095,0.080952379,-0.455714291,-0.175238102,0.082380943,0.140476198,-0.61190477,-0.29952381,0.035238096,0.205238092,-0.780476197,-0.451904765,-0.067142858,0.292857135,-0.780952368,-0.557619042,-0.074285713,0.463333334,-0.970952391,-0.71095238,-0.150952384,0.390952393,-1.288095242,-0.817619037,-0.382857149,-0.100952379,-1.426190476,-0.879523817,-0.463333331,-0.399999994,-1.631904775,-0.927619041,-0.322857159,-0.177142854
9/5/2020,-0.067,0.071499986,0.088499998,0.0495,-0.1795,-0.062499989,0.031000003,0.073999994,-0.222999993,-0.1245,-0.046000009,0.056499997,-0.226999999,-0.159999998,-0.101999995,0.007999993,-0.250999997,-0.169500005,-0.090500001,0.000499998,-0.459999993,-0.19099999,-0.094999995,-0.014500002,-0.786999997,-0.348500001,-0.239999999,-0.231000004,-0.971500001,-0.58800001,-0.385,-0.413000007,-1.106499991,-0.721999989,-0.398500007,-0.334999989
9/6/2020,-0.349444448,-0.335555555,-0.326666671,-0.303333329,-0.228333328,-0.234444449,-0.270555552,-0.243333333,-0.094444435,-0.159444449,-0.263333341,-0.241666661,0.073888897,-0.035555557,-0.189444447,-0.249999993,0.092777772,0.063333343,-0.069999998,-0.183888892,-0.02444444,0.126666668,0.020555553,-0.056666662,-0.181666667,0.103333332,0.113888897,0.080555552,-0.29555556,0.002777781,0.176111114,0.182222226,-0.423888896,-0.085555551,0.191111116,0.166111107
9/7/2020,-0.530909091,-0.485909091,-0.449999994,-0.438181809,-0.499545454,-0.469999997,-0.439999995,-0.454999998,-0.549090908,-0.497727271,-0.414090913,-0.433181819,-0.647272717,-0.559999995,-0.449090909,-0.447727273,-0.651363633,-0.641363633,-0.582272728,-0.555909099,-0.650454549,-0.683636361,-0.670909098,-0.67863637,-0.693636354,-0.69681818,-0.688636364,-0.685909099,-0.804999994,-0.746363646,-0.693636356,-0.691818189,-0.966818175,-0.826363635,-0.70136363,-0.718636366
9/8/2020,-0.555500001,-0.445499993,-0.391499997,-0.411,-0.664000002,-0.562999998,-0.461000003,-0.498,-0.782999997,-0.640999998,-0.470500005,-0.502500004,-0.930999996,-0.755,-0.567000002,-0.557500001,-0.940000015,-0.902,-0.812999995,-0.791000004,-0.979000016,-0.972000002,-0.978999999,-1.023499991,-1.071499991,-1.019999998,-1.038500004,-1.062000003,-1.097499998,-1.080500013,-1.090000015,-1.108500004,-1.096000005,-1.115499999,-1.135500002,-1.145999989
9/9/2020,1.42095238,1.494285707,1.486666665,1.456190484,1.397619052,1.426190472,1.427142851,1.428095237,1.427619049,1.416190481,1.376190469,1.379047615,1.491428579,1.443809526,1.352380957,1.274761895,1.46904763,1.455238086,1.304285715,1.121428566,1.320952376,1.494285703,1.29809524,1.066190472,1.080476185,1.311904767,1.160952392,0.980000006,0.876190476,0.971904757,0.927619044,0.824761897,0.787142869,0.781428556,0.776666659,0.794285703
9/10/2020,0.687894733,0.433157891,0.301578948,0.29105263,0.730000007,0.493684207,0.271052628,0.277368422,0.877894751,0.588421048,0.246315789,0.199473682,1.095263171,0.749473679,0.336842105,0.103157888,1.059473687,0.915263158,0.485263157,0.051578943,1.020526315,1.077894733,0.641578947,0.212631583,0.988421054,0.980526317,0.65631579,0.377368416,0.887368419,0.726842095,0.504210533,0.391052627,0.920000015,0.602105265,0.332105257,0.274736839
9/11/2020,-1.996499997,-1.947500002,-1.890999991,-1.857999998,-1.916499984,-1.877999985,-1.841000006,-1.862499988,-1.904000005,-1.847499985,-1.763000008,-1.802999985,-1.934499997,-1.846500009,-1.743499994,-1.758999997,-1.907500023,-1.901999998,-1.845000005,-1.812499994,-1.893000007,-1.938499993,-1.91650002,-1.891500008,-1.878500003,-1.87050001,-1.823000002,-1.772999999,-1.798999995,-1.753000006,-1.692499986,-1.647999996,-1.751999995,-1.690500012,-1.648499988,-1.673999998
9/12/2020,-1.973333319,-1.480952383,-1.193333318,-1.146190478,-1.859523813,-1.490952382,-1.154761912,-1.285238084,-2.07571427,-1.603809514,-1.000476178,-1.154285704,-2.499523804,-1.878095227,-1.133333315,-0.919523809,-2.440952392,-2.242380951,-1.596666672,-1.018095231,-2.353809521,-2.529523798,-1.977142868,-1.480476195,-2.312857134,-2.425714283,-2.061428581,-1.727619059,-2.227619063,-2.138095234,-1.923809513,-1.792380962,-2.320000013,-1.999523823,-1.705238085,-1.562857146
9/13/2020,6.25399998,5.848000014,5.465500045,5.2685,5.757499987,5.365499985,5.022499996,4.802999967,5.076499981,4.737999973,4.45999999,4.192500025,4.288500032,4.036500026,3.878,3.718000013,3.939500013,3.807000044,3.601999982,3.288999988,3.975999996,3.821499948,3.462999977,2.991000006,3.851000053,3.502999988,3.038500004,2.647999988,3.218000005,2.807500035,2.414499937,2.170500015,2.640000014,2.282500064,2.038499989,2.084499992
9/14/2020,4.53863637,3.545454535,2.99636364,2.913636354,4.408181841,3.574090914,2.807272716,2.872272719,4.777727279,3.761818181,2.5359091,2.49454546,5.455909155,4.211363673,2.759545424,2.167727286,5.285909057,4.857272733,3.546363646,2.322272745,5.275000009,5.416818174,4.230000041,3.086818175,5.384090944,5.109545437,4.134545467,3.321363628,5.142727245,4.372727275,3.521363638,3.154999993,5.336363641,4.044090889,2.958181804,2.852727278
9/15/2020,3.553043262,2.808260659,2.400869354,2.329130225,3.406521548,2.792173697,2.228695434,2.292608479,3.726521544,2.967825884,2.030869354,2.016086734,4.322173709,3.363478039,2.221738909,1.743043262,4.193043273,3.87521722,2.810869357,1.799130243,4.122173693,4.323043232,3.333912849,2.3717389,4.134347615,4.03695629,3.23782586,2.554347603,4.006956308,3.419999776,2.715217176,2.402608488,4.307391115,3.18434763,2.222608494,2.125217173
9/16/2020,4.490000004,3.928181822,3.59681819,3.537727288,4.429545413,3.941363627,3.469545467,3.489090898,4.667272752,4.039999984,3.270909082,3.213636358,5.103636406,4.317727327,3.385909091,2.975000005,5.006363663,4.716363625,3.846363609,3.012272726,5.023181839,5.075909073,4.2590909,3.453636365,5.127272736,4.84636362,4.13227272,3.54772726,5.02772729,4.345454541,3.640909059,3.366363623,5.279545448,4.158181808,3.213636339,3.143181806
9/17/2020,4.461000001,4.015499973,3.723500001,3.656500018,4.431499994,4.010999978,3.584000003,3.581999993,4.709499991,4.129999995,3.399500024,3.308999991,5.196999967,4.442000008,3.524000025,3.082999969,5.128500044,4.837499928,3.952499998,3.093499994,5.170500028,5.19349997,4.34799999,3.532500017,5.356999958,5.063500059,4.372000039,3.822999954,5.472000015,4.763999975,4.057500005,3.830499983,5.949499989,4.759499991,3.758500028,3.705999994
9/18/2020,0.860000002,0.941363648,0.97772727,0.961363624,0.758636363,0.852272732,0.944545441,0.958636354,0.730000003,0.838636356,0.947272719,0.989090913,0.724545454,0.828181812,0.946363641,1.068181823,0.729545453,0.823181813,1.002727274,1.222727264,0.670454536,0.775454552,1.010909103,1.250000001,0.584090907,0.746363628,0.928181816,1.05227273,0.525909086,0.737272728,0.908181822,0.93727272,0.425454547,0.735454548,1.014090905,1.094999998
9/19/2020,-1.111363614,-1.035909094,-0.964545438,-0.954545447,-1.189999989,-1.081363643,-0.95636364,-0.940909083,-1.283181813,-1.120000002,-0.922272729,-0.864999992,-1.400909092,-1.199545456,-0.982272734,-0.921363624,-1.40136365,-1.342272714,-1.221818185,-1.162272727,-1.483181833,-1.42409091,-1.388636365,-1.405454532,-1.673181814,-1.543636367,-1.537272709,-1.568181799,-1.891363607,-1.752272739,-1.68318182,-1.723636373,-2.117272729,-1.939545432,-1.792272716,-1.802727278
9/20/2020,-4.894499993,-4.624000025,-4.434000003,-4.406000006,-4.885499978,-4.663000011,-4.442500019,-4.513000035,-4.989999986,-4.68799994,-4.31450001,-4.400999975,-5.185000014,-4.801999974,-4.37900002,-4.349000049,-5.135999966,-5.047999978,-4.782000017,-4.607000029,-5.185000014,-5.202999997,-5.067499995,-4.948999953,-5.281500006,-5.067499948,-4.860999966,-4.693499994,-5.113499975,-4.8,-4.524499989,-4.400000036,-5.03700006,-4.648000014,-4.340999985,-4.398000038
9/21/2020,-3.137142812,-3.101428548,-3.018571439,-2.969523787,-3.097142855,-3.04285713,-2.947142851,-3.049047623,-3.308571395,-3.13095237,-2.839047625,-2.983809522,-3.681904793,-3.363809529,-2.963333346,-2.995238105,-3.695714269,-3.664761884,-3.454285701,-3.36666668,-3.674761908,-3.821428605,-3.787142833,-3.81619047,-3.754285744,-3.809047631,-3.790952433,-3.768095221,-3.892380976,-3.827619042,-3.740476211,-3.71904758,-4.135714293,-3.930476177,-3.755238136,-3.794285717
